"name","class","player_id","season","number","position","player_url"
"Arington, Ryan","Fr","1536249",2014,"8","SS","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30002&stats_player_seq=1536249"
"Ashworth, Brandon","Fr","1536251",2014,"12","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30002&stats_player_seq=1536251"
"Bolton, John","Fr","1536257",2014,"30","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30002&stats_player_seq=1536257"
"Boyett, Cameron","So","1433035",2014,"32","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30002&stats_player_seq=1433035"
"Dailey, Justin","Jr","1433010",2014,"2","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30002&stats_player_seq=1433010"
"Donaldson, Michael","Sr","1433032",2014,"28","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30002&stats_player_seq=1433032"
"Dunn, Mason","So","1433034",2014,"31","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30002&stats_player_seq=1433034"
"Fennell, Luke","Sr","1433016",2014,"11","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30002&stats_player_seq=1433016"
"Howell, Nick","Sr","1433024",2014,"20","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30002&stats_player_seq=1433024"
"Huibers, Austin","Sr","1433023",2014,"18","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30002&stats_player_seq=1433023"
"Hurt, Ethan","Fr","1536252",2014,"14","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30002&stats_player_seq=1536252"
"Martin, Trey","Fr","1536258",2014,"38","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30002&stats_player_seq=1536258"
"Newman, Hunter","So","1433029",2014,"25","1B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30002&stats_player_seq=1433029"
"Nichols, Clayton","Jr","1536250",2014,"10","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30002&stats_player_seq=1536250"
"Purcell, Michael","Jr","1536255",2014,"24","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30002&stats_player_seq=1536255"
"Reed, Patrick","Fr","1536253",2014,"16","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30002&stats_player_seq=1536253"
"Rowland, Rob","Sr","1433012",2014,"4","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30002&stats_player_seq=1433012"
"Scarritt, Jeffrey","Jr","1433026",2014,"22","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30002&stats_player_seq=1433026"
"Shelton, Bryson","Fr","1536259",2014,"40","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30002&stats_player_seq=1536259"
"Shoulders, Alex","Sr","1433027",2014,"23","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30002&stats_player_seq=1433027"
"Shultz, Ryan","Fr","1536256",2014,"26","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30002&stats_player_seq=1536256"
"Sisk, Austin","So","1439534",2014,"35","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30002&stats_player_seq=1439534"
"Smith, Bryan","So","1433025",2014,"21","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30002&stats_player_seq=1433025"
"Staton, Clay","Fr","1536260",2014,"44","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30002&stats_player_seq=1536260"
"Tichenor, Tyler","So","1433009",2014,"1","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30002&stats_player_seq=1433009"
"Wagner, Tadd","Sr","1536262",2014,"15","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30002&stats_player_seq=1536262"
"White, Danny","Fr",NA,2014,"17","P",NA
