"player_name","class","player_id","season","number","position","player_url","team_id","team_name","team_url","conference_id","conference","division","year","season_id"
"Aljancic, Ryan","So","2675860",2023,"32","1b","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=30153&stats_player_seq=2675860",30153,"Union (TN)","/team/30153/16340",858,"Gulf South",2,2023,16340
"Baker, Jake","Sr","2463848",2023,"24","UT","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=30153&stats_player_seq=2463848",30153,"Union (TN)","/team/30153/16340",858,"Gulf South",2,2023,16340
"Barrett, Blake","Sr","2670712",2023,"44","dh","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=30153&stats_player_seq=2670712",30153,"Union (TN)","/team/30153/16340",858,"Gulf South",2,2023,16340
"Beckham, Billy","So","2675894",2023,"10","dh","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=30153&stats_player_seq=2675894",30153,"Union (TN)","/team/30153/16340",858,"Gulf South",2,2023,16340
"Chavies, Carson","So","2675861",2023,"19","rf","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=30153&stats_player_seq=2675861",30153,"Union (TN)","/team/30153/16340",858,"Gulf South",2,2023,16340
"Cutrell, Caden","So","2670714",2023,"28","c","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=30153&stats_player_seq=2670714",30153,"Union (TN)","/team/30153/16340",858,"Gulf South",2,2023,16340
"Davis, Colby","Jr","2806420",2023,"11","UT","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=30153&stats_player_seq=2806420",30153,"Union (TN)","/team/30153/16340",858,"Gulf South",2,2023,16340
"Evans, Lane","Fr","2806404",2023,"23","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=30153&stats_player_seq=2806404",30153,"Union (TN)","/team/30153/16340",858,"Gulf South",2,2023,16340
"Evans, Ryan","So","2675862",2023,"2","p","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=30153&stats_player_seq=2675862",30153,"Union (TN)","/team/30153/16340",858,"Gulf South",2,2023,16340
"Frierson, Trey","Sr","2463844",2023,"13","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=30153&stats_player_seq=2463844",30153,"Union (TN)","/team/30153/16340",858,"Gulf South",2,2023,16340
"Galbraith, S.","Fr","2693907",2023,"29","p","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=30153&stats_player_seq=2693907",30153,"Union (TN)","/team/30153/16340",858,"Gulf South",2,2023,16340
"Hardy, Alec","Jr","2806401",2023,"8","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=30153&stats_player_seq=2806401",30153,"Union (TN)","/team/30153/16340",858,"Gulf South",2,2023,16340
"Jewell, Jake","So","2670713",2023,"17","p","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=30153&stats_player_seq=2670713",30153,"Union (TN)","/team/30153/16340",858,"Gulf South",2,2023,16340
