"name","class","player_id","season","number","position","player_url"
"Ashburn, Micah","Sr","1437941",2015,"38","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30175&stats_player_seq=1437941"
"Bannister, Jayse","Jr","1437811",2015,"11","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30175&stats_player_seq=1437811"
"Briseno, Luis","Sr","1535407",2015,"34","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30175&stats_player_seq=1535407"
"Briseno, Diego","So","1652213",2015,"8","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30175&stats_player_seq=1652213"
"Caravalho, Raymond","Fr","1652214",2015,"25","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30175&stats_player_seq=1652214"
"Carr, Jared","Jr","1535411",2015,"44","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30175&stats_player_seq=1535411"
"Carrier, Trent","Jr","1535410",2015,"50","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30175&stats_player_seq=1535410"
"Carrington, Sean","Jr","1437927",2015,"20","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30175&stats_player_seq=1437927"
"Denobriga, Alex","Fr","1652215",2015,"13","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30175&stats_player_seq=1652215"
"Dentoni, Jacob","Sr","1535406",2015,"35","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30175&stats_player_seq=1535406"
"Doyle, James","So","1437940",2015,"27","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30175&stats_player_seq=1437940"
"Dufford, Matthew","Sr","1535403",2015,"16","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30175&stats_player_seq=1535403"
"Gamba, Benjamin","Jr","1437725",2015,"6","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30175&stats_player_seq=1437725"
"Gnos, Christopher","Jr","1447626",2015,"10","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30175&stats_player_seq=1447626"
"Hammer, Josh","Jr","1448362",2015,"29","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30175&stats_player_seq=1448362"
"Heiser, Michael","Fr","1652217",2015,"12","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30175&stats_player_seq=1652217"
"Hodge, David","Fr","1652216",2015,"9","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30175&stats_player_seq=1652216"
"Johannes, Clayton","Sr","1652218",2015,"24","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30175&stats_player_seq=1652218"
"Lee, Colby","N/A","1671603",2015,"17","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30175&stats_player_seq=1671603"
"Loughlin, Brett","Jr","1652219",2015,"7","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30175&stats_player_seq=1652219"
"McCoy, Connor","So","1535409",2015,"21","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30175&stats_player_seq=1535409"
"Morbidelli, Dominic","Sr","1437728",2015,"28","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30175&stats_player_seq=1437728"
"Navarro, Brady","Fr","1652220",2015,"14","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30175&stats_player_seq=1652220"
"Parker, Caleb","Jr","1437727",2015,"3","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30175&stats_player_seq=1437727"
"Smith, Matthew","Jr","1441961",2015,"2","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30175&stats_player_seq=1441961"
"Torres, Ricardo","Jr","1438077",2015,"22","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30175&stats_player_seq=1438077"
"Verlaan, Zach","Sr","1437937",2015,"23","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30175&stats_player_seq=1437937"
"Wagner, Nicholas","Sr","1535400",2015,"5","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30175&stats_player_seq=1535400"
"Wood, Austin","Sr","1437729",2015,"4","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30175&stats_player_seq=1437729"
"Zeisler, Dustin","Jr","1437724",2015,"15","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30175&stats_player_seq=1437724"
